"sitename","regionnumb","trendsite","rookery","Month","Day","Year","adultcount","counttype","source","Replicate","counter","comments"
"AMAK+ROCKS",9,"1","0",6,14,1994,905,1,1,"R",,"checked to excel spreadsheet"
"AMAK+ROCKS",9,"1","0",6,17,1992,914,1,1,"R",,"checked to excel spreadsheet"
"AMAK+ROCKS",9,"1","0",6,28,1957,3016,1,7,"N",,"Mathisen & Lopp, 1963"
"AMAK+ROCKS",9,"1","0",99,99,1962,2000,99,99,"N",,
"AMAK+ROCKS",9,"1","0",6,99,1976,1777,1,7,"N",,"Braham et al, 1977"
"AMAK+ROCKS",9,"1","0",6,28,1977,1315,1,7,"N",,"Braham et al, (NOV) 1977"
"AMAK+ROCKS",9,"1","0",6,19,1978,688,99,99,"N",,
"AMAK+ROCKS",9,"1","0",6,10,1985,430,1,2,"N",,"Amak (302) rocks (128), DCM data sheet from adf&g, fall 2000"
"AMAK+ROCKS",9,"1","0",6,29,1986,599,99,99,"N",,
"AMAK+ROCKS",9,"1","0",6,15,1991,610,1,1,"N",,"Merrick et al, 1992 (91 surv), Amak 556, Rocks 54"
"AMAK+ROCKS",9,"1","0",5,2,1987,399,99,99,"N",,
"AMAK+ROCKS",9,"1","0",6,16,1990,273,1,1,"N",,"Merrick et al, 1991, AMAK 228, rocks 45"
"AMAK+ROCKS",9,"1","0",6,15,1989,98,1,1,"N",,"Loughlin et al, 1992"
"AMAK+ROCKS",9,"1","0",7,8,1984,353,99,99,"N",,
"AMAK+ROCKS",9,"1","0",99,99,1960,350,1,7,"N",,"Kenyon & Rice 1961"
"AMAK+ROCKS",9,"1","0",6,23,2014,587,3,1,"n","KLS",
"AMAK+ROCKS",9,"1","0",6,14,2010,371,3,1,"N","KLS",
"AMAK+ROCKS",9,"1","0",6,23,2014,597,3,1,"n","LF",
"AMAK+ROCKS",9,"1","0",6,14,2010,362,3,1,"N","LF",
"AMAK+ROCKS",9,"1","0",6,24,2002,464,1,1,"R",,"survey spreadsheet"
"AMAK+ROCKS",9,"1","0",7,5,2011,359,3,1,"N","KS",
"AMAK+ROCKS",9,"1","0",7,5,2011,358,3,1,"N","LF",
"AMAK+ROCKS",9,"1","0",6,18,2006,410,2,5,"N",,"AK drive Sealion/SSL Aerial Survey"
"AMAK+ROCKS",9,"1","0",6,16,2008,262,3,1,"N",,"Sweeney&Gudmundson counters, logs for chkcnt, "
"Amak+Rocks",9,"1","0",6,25,2007,219,3,1,"N",,"AK drive Sealion/SSL Aerial Survey"
"AMAK+ROCKS",9,"1","0",6,28,2009,326,3,1,"N","KLS","logs for chkcnt"
"AMAK+ROCKS",9,"1","0",6,28,2009,321,3,1,"N","SF","logs for chkcnt"
"Amak+Rocks",9,"1","0",6,25,2007,221,3,1,"N",,"AK drive Sealion/SSL Aerial Survey"
"AMAK+ROCKS",9,"1","0",6,17,2002,662,1,1,"R",,"survey spreadsheet"
"AMAK+ROCKS",9,"1","0",6,16,2008,268,3,1,"N",,"Sweeney&Gudmundson counters, logs for chkcnt, "
"AMAK+ROCKS",9,"1","0",6,24,2004,733,2,5,"N",,
"AVATANAK/NE",9,,,6,28,2014,0,4,1,"n","LF, JC","Sitename NOT IN DB, Observed from aircraft by josh and lowell, recorded in log book and digital log"
"AVATANAK/S",9,,,6,23,2014,15,3,1,"n","KLS","Sitename NOT IN DB"
"AVATANAK/S",9,,,6,23,2014,15,3,1,"n","LF","Sitename NOT IN DB"
"AVATANAK/SE",9,,,6,28,2014,16,3,1,"n","KLS","NEW SITE"
"AVATANAK/SE",9,,,6,28,2014,16,3,1,"n","LF","NEW SITE"
"BABY",9,"0","0",6,16,1991,1,1,1,"N",,"Merrick et al, 1992 (91 surv)"
"BABY",9,"0","0",6,20,2000,0,1,1,"N",,"from nmfs datasheet"
"BABY",9,"0","0",6,12,1998,0,1,1,"N",,"Sease & Loughlin 1999"
"BABY",9,"0","0",6,15,2010,0,4,1,"N","KLS",
"Baby",9,"0","0",6,20,2007,0,4,1,"N",,"AK drive Sealion/SSL Aerial Survey"
"BABY",9,"0","0",6,14,2004,0,2,5,"N",,
"BABY",9,"0","0",6,28,2014,0,4,1,"n","LF, JC","Observed from aircraft by josh and lowell, recorded in log book and digital log"
"BABY",9,"0","0",6,17,2006,4,2,5,"N",,"AK drive Sealion/SSL Aerial Survey"
"BABY",9,"0","0",6,17,2008,0,4,1,"N",,"Sweeney&Gudmundson counters, logs for chkcnt, "
"BASALT ROCK",9,"0","0",3,1,1999,68,1,1,"N",,
"BASALT ROCK",9,"0","0",3,7,1997,75,4,1,"N",,"aerial visual estimate"
"BASALT ROCK",9,"0","0",6,12,1998,0,1,1,"N",,"Sease & Loughlin 1999"
"BASALT ROCK",9,"0","0",6,24,1994,0,1,1,"N",,"Strick et al, 1997 (94 aer survey)"
"BASALT ROCK",9,"0","0",6,13,1997,0,1,1,"N",,"Sease & Loughlin 1999"
"BASALT ROCK",9,"0","0",6,20,2000,0,1,1,"N",,"from nmfs datasheet"
"BASALT ROCK",9,"0","0",3,1,1997,50,4,1,"N",,"aerial visual estimate"
"BASALT ROCK",9,"0","0",12,9,1996,15,4,1,"N",,"aerial visual estimate"
"BASALT ROCK",9,"0","0",12,12,1994,18,1,1,"N",,
"BASALT ROCK",9,"0","0",6,17,1992,3,1,1,"N",,"Sease et al, 1993"
"BASALT ROCK",9,"0","0",3,3,1997,100,4,1,"N",,"aerial visual estimate"
"BASALT ROCK",9,"0","0",6,13,1996,0,1,1,"N",,"Sease et al, 1999 (96 survey)"
"BASALT ROCK",9,"0","0",6,17,2002,0,1,1,"N",,"survey spreadsheet"
"BASALT ROCK",9,"0","0",6,28,2014,0,4,1,"n","LF, JC","Observed from aircraft by josh and lowell, recorded in log book and digital log"
"BASALT ROCK",9,"0","0",6,17,2006,4,2,5,"N",,"AK drive Sealion/SSL Aerial Survey"
"BASALT ROCK",9,"0","0",6,17,2008,0,4,1,"N",,"Sweeney&Gudmundson counters, logs for chkcnt, "
"BASALT ROCK",9,"0","0",6,14,2004,1,2,5,"N",,
"Basalt Rock",9,"0","0",6,16,2007,0,4,1,"N",,"AK drive Sealion/SSL Aerial Survey"
"BOGOSLOF/FIRE ISLAND",9,"1","1",6,19,2000,347,1,1,"N",,"from nmfs datasheet"
"BOGOSLOF/FIRE ISLAND",9,"1","1",6,16,1991,558,1,1,"N",,"Merrick et al, 1992 (91 surv)"
"BOGOSLOF/FIRE ISLAND",9,"1","1",6,11,1992,504,1,1,"R",,"checked to excel spreadsheet"
"BOGOSLOF/FIRE ISLAND",9,"1","1",6,18,1992,620,1,1,"R",,"round down OCt00; checked to excel spreadsheet"
"BOGOSLOF/FIRE ISLAND",9,"1","1",6,26,1992,497,1,1,"R",,"checked to excel spreadsheet"
"BOGOSLOF/FIRE ISLAND",9,"1","1",3,16,1993,0,1,1,"N",,
"BOGOSLOF/FIRE ISLAND",9,"1","1",6,16,1994,390,1,1,"R",,"round down oct00; checked to excel spreadsheet"
"BOGOSLOF/FIRE ISLAND",9,"1","1",12,12,1994,0,1,1,"N",,
"BOGOSLOF/FIRE ISLAND",9,"1","1",6,13,1998,274,1,1,"N",,"Sease & Loughlin 1999"
"BOGOSLOF/FIRE ISLAND",9,"1","1",6,14,1996,382,1,1,"N",,"Sease et al, 1999 (96 survey)"
"BOGOSLOF/FIRE ISLAND",9,"1","1",6,17,1990,713,1,1,"N",,"Merrick et al, 1991"
"BOGOSLOF/FIRE ISLAND",9,"1","1",6,27,1994,436,1,1,"R",,"checked to excel spreadsheet"
"BOGOSLOF/FIRE ISLAND",9,"1","1",10,1,1957,2136,1,7,"N",,"Mathisen & Lopp, 1963"
"BOGOSLOF/FIRE ISLAND",9,"1","1",6,16,1989,682,1,1,"N",,"Loughlin et al, 1992"
"BOGOSLOF/FIRE ISLAND",9,"1","1",8,13,1957,3707,1,7,"N",,"Mathisen & Lopp, 1963"
"BOGOSLOF/FIRE ISLAND",9,"1","1",3,3,1960,1100,1,7,"N",,"Kenyon & Rice 1961, Kenyon, 1960"
"BOGOSLOF/FIRE ISLAND",9,"1","1",8,26,1962,2566,99,99,"N",,
"BOGOSLOF/FIRE ISLAND",9,"1","1",6,29,1973,3310,99,99,"N",,
"BOGOSLOF/FIRE ISLAND",9,"1","1",8,99,1975,1059,1,7,"N",,"Braham et al, 1977"
"BOGOSLOF/FIRE ISLAND",9,"1","1",6,29,1977,2328,1,7,"N",,"Braham et al, (NOV) 1977"
"BOGOSLOF/FIRE ISLAND",9,"1","1",5,31,1978,1000,7,7,"N",,"AMNWR, Day et al, 1979. ?estimate"
"BOGOSLOF/FIRE ISLAND",9,"1","1",7,15,1979,1468,99,99,"N",,"1463 in Loughlin et al., 1984"
"BOGOSLOF/FIRE ISLAND",9,"1","1",7,8,1984,1379,99,99,"N",,
"BOGOSLOF/FIRE ISLAND",9,"1","1",6,11,1985,1287,1,2,"N",,"DCM data sheet from adf&g, fall 2000"
"BOGOSLOF/FIRE ISLAND",9,"1","1",6,99,1976,3308,1,7,"N",,"Braham et al, 1977"
"BOGOSLOF/FIRE ISLAND",9,"1","1",3,2,1999,0,1,1,"N",,"orig spreadsheet"
"Bogoslof/Fire Island",9,"1","1",6,21,2007,406,3,1,"N",,"many fur seals present, AK drive Sealion/SSL Aerial Survey"
"BOGOSLOF/FIRE ISLAND",9,"1","1",7,8,2009,398,3,1,"N","SF","logs for chkcnt"
"BOGOSLOF/FIRE ISLAND",9,"1","1",6,23,2004,380,2,5,"N",,
"BOGOSLOF/FIRE ISLAND",9,"1","1",7,3,2011,313,3,1,"N","KS",
"Bogoslof/Fire Island",9,"1","1",6,21,2007,403,3,1,"N",,"many fur seals present, AK drive Sealion/SSL Aerial Survey"
"BOGOSLOF/FIRE ISLAND",9,"1","1",6,28,2014,342,3,1,"n","KLS",
"BOGOSLOF/FIRE ISLAND",9,"1","1",6,19,2010,436,3,1,"N","KLS",
"BOGOSLOF/FIRE ISLAND",9,"1","1",6,19,2008,388,3,1,"N",,"Sweeney&Gudmundson counters, logs for chkcnt, "
"BOGOSLOF/FIRE ISLAND",9,"1","1",6,28,2014,352,3,1,"n","LF",
"BOGOSLOF/FIRE ISLAND",9,"1","1",6,18,2002,347,1,1,"R",,"survey spreadsheet"
"BOGOSLOF/FIRE ISLAND",9,"1","1",7,3,2011,314,3,1,"N","LF",
"BOGOSLOF/FIRE ISLAND",9,"1","1",6,23,2005,320,2,5,,,
"BOGOSLOF/FIRE ISLAND",9,"1","1",6,19,2008,391,3,1,"N",,"Sweeney&Gudmundson counters, logs for chkcnt, "
"BOGOSLOF/FIRE ISLAND",9,"1","1",6,17,2006,358,2,5,"N",,"3 dead pups, AK drive Sealion/SSL Aerial Survey"
"BOGOSLOF/FIRE ISLAND",9,"1","1",7,8,2009,399,3,1,"N","KLS","logs for chkcnt"
"BOGOSLOF/FIRE ISLAND",9,"1","1",6,24,2002,366,1,1,"R",,"survey spreadsheet"
"BOGOSLOF/FIRE ISLAND",9,"1","1",6,19,2010,431,3,1,"N","LF",
"EGG",9,"0","0",3,7,1999,0,1,1,"N",,"orig spreadsheet"
"EGG",9,"0","0",6,17,1992,0,1,1,"N",,"Sease et al, 1993"
"EGG",9,"0","0",3,18,1993,0,1,1,"N",,
"EGG",9,"0","0",6,15,1994,36,1,1,"R",,"checked to excel spreadsheet"
"EGG",9,"0","0",6,16,1994,18,1,1,"R",,"round down oct00; checked to excel spreadsheet"
"EGG",9,"0","0",6,24,1994,13,1,1,"R",,"checked to excel spreadsheet"
"EGG",9,"0","0",12,12,1994,0,1,1,"N",,
"EGG",9,"0","0",6,14,1997,1,1,1,"N",,"Sease & Loughlin 1999"
"EGG",9,"0","0",6,16,1991,0,1,1,"N",,"Merrick et al, 1992 (91 surv)"
"EGG",9,"0","0",6,13,1998,0,1,1,"N",,"Sease & Loughlin 1999"
"EGG",9,"0","0",6,14,1996,50,1,1,"N",,"Sease et al, 1999 (96 survey)"
"EGG",9,"0","0",5,8,1965,50,99,99,"N",,
"EGG",9,"0","0",6,16,1990,0,1,1,"N",,"Merrick et al, 1991"
"EGG",9,"0","0",6,20,2000,0,1,1,"N",,"from nmfs datasheet"
"EGG",9,"0","0",8,13,1957,0,1,7,"N",,"Mathisen & Lopp, 1963"
"EGG",9,"0","0",8,99,1975,0,99,99,"N",,
"EGG",9,"0","0",6,18,1976,32,99,99,"N",,
"EGG",9,"0","0",6,28,1977,5,99,99,"N",,
"EGG",9,"0","0",7,10,1984,0,99,99,"N",,
"EGG",9,"0","0",6,10,1985,81,1,2,"N",,"DCM data sheet from adf&g, fall 2000"
"EGG",9,"0","0",5,2,1987,0,99,99,"N",,
"EGG",9,"0","0",6,16,1989,0,1,1,"N",,
"EGG",9,"0","0",10,1,1957,327,1,7,"N",,"Mathisen & Lopp, 1963"
"EGG",9,"0","0",7,3,2010,83,3,1,"N","LF",
"EGG",9,"0","0",6,17,2006,0,2,5,"N",,"AK drive Sealion/SSL Aerial Survey"
"EGG",9,"0","0",6,17,2002,1,1,1,"N",,"survey spreadsheet"
"EGG",9,"0","0",6,17,2008,0,4,1,"N",,"Sweeney&Gudmundson counters, logs for chkcnt, "
"EGG",9,"0","0",6,14,2004,5,2,5,"N",,
"EGG",9,"0","0",7,3,2010,85,3,1,"N","KLS",
"EGG",9,"0","0",6,28,2014,0,3,1,"n","LF",
"EGG",9,"0","0",6,28,2014,0,3,1,"n","KLS",
"EGG",9,"0","0",7,8,2013,35,7,,"n","BF/RT/JTS",
"Egg",9,"0","0",6,20,2007,0,4,1,"N",,"AK drive Sealion/SSL Aerial Survey"
"EGG/SE Tip",9,,,6,28,2014,10,3,1,"n","KLS","Sitename NOT IN DB"
"EGG/SE Tip",9,,,6,28,2014,10,3,1,"n","LF","Sitename NOT IN DB"
"EGG/West",9,,,6,28,2014,0,4,1,"n","LF, JC","Sitename NOT IN DB, Observed from aircraft by josh and lowell, recorded in log book and digital log"
"EMERALD",9,"0","0",12,13,1994,0,1,1,"N",,
"EMERALD",9,"0","0",6,16,1994,0,1,1,"R",,"checked to excel spreadsheet"
"EMERALD",9,"0","0",6,20,2000,0,1,1,"N",,"from nmfs datasheet"
"EMERALD",9,"0","0",3,7,1999,0,1,1,"N",,"orig spreadsheet"
"EMERALD",9,"0","0",6,14,1997,0,1,1,"N",,"Sease & Loughlin 1999"
"EMERALD",9,"0","0",6,23,1994,0,1,1,"R",,"checked to excel spreadsheet"
"EMERALD",9,"0","0",6,18,1992,0,1,1,"N",,"Sease et al, 1993"
"EMERALD",9,"0","0",6,16,1991,0,1,1,"N",,"Merrick et al, 1992 (91 surv)"
"EMERALD",9,"0","0",6,17,1990,0,1,1,"N",,"Merrick et al, 1991"
"EMERALD",9,"0","0",6,16,1989,0,1,1,"N",,
"EMERALD",9,"0","0",5,2,1987,0,99,99,"N",,
"EMERALD",9,"0","0",6,11,1985,238,1,2,"N",,"DCM data sheet from adf&g, fall 2000"
"EMERALD",9,"0","0",6,13,1998,0,1,1,"N",,"Sease & Loughlin 1999"
"EMERALD",9,"0","0",3,17,1993,0,1,1,"N",,
"Emerald",9,"0","0",6,20,2007,0,4,1,"N",,"AK drive Sealion/SSL Aerial Survey"
"EMERALD",9,"0","0",6,18,2002,0,1,1,"N",,"survey spreadsheet"
"EMERALD",9,"0","0",7,3,2010,0,4,1,"N","KLS",
"EMERALD",9,"0","0",6,14,2004,0,2,5,"N",,
"EMERALD",9,"0","0",6,17,2008,0,4,1,"N",,"Sweeney&Gudmundson counters, logs for chkcnt, "
"EMERALD",9,"0","0",6,28,2014,0,4,1,"n","LF, JC","Observed from aircraft by josh and lowell, recorded in log book and digital log"
"INNER SIGNAL",9,"0","0",12,12,1994,0,1,1,"N",,
"INNER SIGNAL",9,"0","0",6,20,2000,0,1,1,"N",,"from nmfs datasheet"
"INNER SIGNAL",9,"0","0",3,7,1999,0,1,1,"N",,"orig spreadsheet"
"INNER SIGNAL",9,"0","0",6,13,1998,16,1,1,"N",,"Sease & Loughlin 1999"
"INNER SIGNAL",9,"0","0",6,14,1997,0,1,1,"N",,"Sease & Loughlin 1999"
"INNER SIGNAL",9,"0","0",6,14,1996,0,1,1,"N",,"Sease et al, 1999 (96 survey)"
"INNER SIGNAL",9,"0","0",6,24,1994,0,1,1,"R",,"checked to excel spreadsheet"
"INNER SIGNAL",9,"0","0",6,15,1994,0,1,1,"R",,"checked to excel spreadsheet"
"INNER SIGNAL",9,"0","0",6,17,1992,0,1,1,"N",,"Sease et al, 1993"
"INNER SIGNAL",9,"0","0",6,10,1985,0,1,1,"N",,"DCM data sheet from adf&g, fall 2000"
"INNER SIGNAL",9,"0","0",12,11,1996,0,4,1,"N",,"aerial visual estimate"
"INNER SIGNAL",9,"0","0",6,14,2004,38,2,5,"N",,
"Inner Signal",9,"0","0",6,20,2007,48,3,1,"N",,"AK drive Sealion/SSL Aerial Survey"
"INNER SIGNAL",9,"0","0",6,17,2002,6,1,1,"R",,"survey spreadsheet"
"INNER SIGNAL",9,"0","0",6,18,2002,8,1,1,"R",,"survey spreadsheet"
"INNER SIGNAL",9,"0","0",7,3,2010,29,3,1,"N","KLS",
"INNER SIGNAL",9,"0","0",7,3,2010,28,3,1,"N","LF",
"INNER SIGNAL",9,"0","0",6,24,2002,0,1,1,"R",,"survey spreadsheet"
"INNER SIGNAL",9,"0","0",6,17,2008,52,3,1,"N",,"Sweeney&Gudmundson counters, logs for chkcnt, "
"INNER SIGNAL",9,"0","0",6,28,2014,49,3,1,"n","KLS",
"INNER SIGNAL",9,"0","0",6,17,2008,55,3,1,"N",,"Sweeney&Gudmundson counters, logs for chkcnt, "
"Inner Signal",9,"0","0",6,20,2007,46,3,1,"N",,"AK drive Sealion/SSL Aerial Survey"
"INNER SIGNAL",9,"0","0",7,8,2013,91,7,,"n","BF/RT/JTS",
"INNER SIGNAL",9,"0","0",6,17,2006,0,2,5,"N",,"AK drive Sealion/SSL Aerial Survey"
"INNER SIGNAL",9,"0","0",6,28,2014,49,3,1,"n","LF",
"KALIGAGAN",9,"0","0",6,24,1994,2,1,1,"N",,"Strick et al, 1997 (94 aer survey)"
"KALIGAGAN",9,"0","0",6,20,2000,0,1,1,"N",,"from nmfs datasheet"
"KALIGAGAN",9,"0","0",3,7,1999,0,1,1,"R",,"orig spreadsheet"
"KALIGAGAN",9,"0","0",3,1,1999,2,1,1,"R",,"orig spreadsheet"
"KALIGAGAN",9,"0","0",6,12,1998,0,1,1,"N",,"Sease & Loughlin 1999"
"KALIGAGAN",9,"0","0",6,13,1997,1,1,1,"N",,"Sease & Loughlin 1999"
"KALIGAGAN",9,"0","0",6,13,1996,0,1,1,"N",,"Sease et al, 1999 (96 survey)"
"KALIGAGAN",9,"0","0",12,12,1994,0,1,1,"N",,
"KALIGAGAN",9,"0","0",6,29,1992,1,1,1,"N",,"Sease et al, 1993"
"KALIGAGAN",9,"0","0",6,16,1991,1,1,1,"N",,"Merrick et al, 1992 (91 surv)"
"KALIGAGAN",9,"0","0",6,16,1990,1,1,1,"N",,"Merrick et al, 1991"
"KALIGAGAN",9,"0","0",6,15,1989,0,1,1,"N",,
"KALIGAGAN",9,"0","0",5,2,1987,0,99,99,"N",,
"KALIGAGAN",9,"0","0",7,11,1984,25,99,99,"N",,
"KALIGAGAN",9,"0","0",6,28,1977,1,1,7,"N",,"Braham et al, (NOV) 1977"
"KALIGAGAN",9,"0","0",8,99,1976,0,1,7,"N",,"Braham et al, (NOV) 1977"
"KALIGAGAN",9,"0","0",6,17,1975,0,1,7,"N",,"Braham et al, (NOV) 1977"
"KALIGAGAN",9,"0","0",6,17,2008,1,4,1,"N",,"Sweeney&Gudmundson counters, logs for chkcnt, "
"Kaligagan",9,"0","0",6,21,2007,6,3,1,"N",,"AK drive Sealion/SSL Aerial Survey"
"Kaligagan",9,"0","0",6,21,2007,6,3,1,"N",,"AK drive Sealion/SSL Aerial Survey"
"KALIGAGAN",9,"0","0",6,17,2002,2,1,1,"N",,"survey spreadsheet"
"KALIGAGAN",9,"0","0",6,14,2004,1,2,5,"N",,
"KALIGAGAN",9,"0","0",6,18,2006,0,2,5,"N",,"AK drive Sealion/SSL Aerial Survey"
"KALIGAGAN",9,"0","0",6,23,2014,1,4,1,"n","LF, JC","Observed from aircraft by josh and lowell, recorded in log book and digital log"
"OGCHUL",9,"1","1",6,23,1994,213,1,1,"R",,"checked to excel spreadsheet"
"OGCHUL",9,"1","1",12,13,1994,164,1,1,"N",,"round down oct 00; from survey spreadsheet"
"OGCHUL",9,"1","1",6,14,1996,155,1,1,"N",,"Sease et al, 1999 (96 survey)"
"OGCHUL",9,"1","1",12,13,1996,350,4,1,"N",,"aerial visual estimate"
"OGCHUL",9,"1","1",6,14,1997,166,1,1,"N",,"round down Oct00; Sease & Loughlin 1999"
"OGCHUL",9,"1","1",3,18,1998,246,7,1,"N",,
"OGCHUL",9,"1","1",6,13,1998,202,1,1,"N",,"round to 202 plus 66 on rocks 2.3 nm north; 203 in Sease & Loughlin"
"OGCHUL",9,"1","1",3,7,1999,96,1,1,"N",,
"OGCHUL",9,"1","1",3,17,1993,91,1,1,"N",,
"OGCHUL",9,"1","1",6,20,2000,117,1,1,"N",,"from nmfs datasheet"
"OGCHUL",9,"1","1",6,18,1992,246,1,1,"R",,"checked to excel spreadsheet"
"OGCHUL",9,"1","1",10,1,1957,2966,1,7,"N",,"Mathisen & Lopp, 1963 ?3391 in Braham et al, (NOV) 1977"
"OGCHUL",9,"1","1",8,99,1999,150,4,1,"N",,"NMFS harbor seal survey"
"OGCHUL",9,"1","1",8,19,1976,1109,1,7,"N",,"Braham et al, 1977"
"OGCHUL",9,"1","1",3,3,1960,2000,1,7,"N",,"Kenyon & Rice 1961,Kenyon, 1960"
"OGCHUL",9,"1","1",6,16,1994,204,1,1,"R",,"checked to excel spreadsheet"
"OGCHUL",9,"1","1",8,9,1975,947,1,7,"N",,"Braham et al, 1977"
"OGCHUL",9,"1","1",6,28,1977,1130,1,7,"N",,"Braham et al, (NOV) 1977"
"OGCHUL",9,"1","1",7,11,1984,712,99,99,"N",,
"OGCHUL",9,"1","1",6,11,1985,547,1,2,"N",,"DCM data sheet from adf&g, fall 2000"
"OGCHUL",9,"1","1",5,3,1987,447,99,99,"N",,
"OGCHUL",9,"1","1",6,16,1989,217,1,1,"N",,"Loughlin et al, 1992"
"OGCHUL",9,"1","1",6,17,1990,240,1,1,"N",,"Merrick et al, 1991"
"OGCHUL",9,"1","1",6,16,1991,228,1,1,"N",,"round down OCt00; Merrick et al, 1992 (91 surv)"
"OGCHUL",9,"1","1",7,10,1986,486,99,99,"N",,
"OGCHUL",9,"1","1",6,11,1992,224,1,1,"R",,"checked to excel spreadsheet"
"OGCHUL",9,"1","1",7,8,2009,221,3,1,"N","SF","logs for chkcnt"
"OGCHUL",9,"1","1",6,28,2014,273,3,1,"n","LF",
"OGCHUL",9,"1","1",7,8,2009,226,3,1,"N","KLS","logs for chkcnt"
"OGCHUL",9,"1","1",6,14,2004,139,2,5,"N",,
"OGCHUL",9,"1","1",7,3,2010,268,3,1,"N","LF",
"OGCHUL",9,"1","1",6,17,2006,132,2,5,"N",,"AK drive Sealion/SSL Aerial Survey"
"Ogchul",9,"1","1",6,20,2007,151,3,1,"N",,"AK drive Sealion/SSL Aerial Survey"
"OGCHUL",9,"1","1",7,9,2005,143,2,5,,,
"Ogchul",9,"1","1",6,20,2007,153,3,1,"N",,"AK drive Sealion/SSL Aerial Survey"
"OGCHUL",9,"1","1",6,24,2002,106,1,1,"R",,"survey spreadsheet"
"OGCHUL",9,"1","1",6,18,2002,104,1,1,"R",,"survey spreadsheet"
"OGCHUL",9,"1","1",7,3,2010,269,3,1,"N","KLS",
"OGCHUL",9,"1","1",7,3,2011,209,3,1,"N","KS",
"OGCHUL",9,"1","1",7,3,2011,210,3,1,"N","LF",
"OGCHUL",9,"1","1",6,17,2008,198,3,1,"N",,"Sweeney&Gudmundson counters, logs for chkcnt, "
"OGCHUL",9,"1","1",6,17,2008,202,3,1,"N",,"Sweeney&Gudmundson counters, logs for chkcnt, "
"OGCHUL",9,"1","1",6,28,2014,272,3,1,"n","KLS",
"OLD MAN ROCKS",9,"0","0",6,14,1997,138,1,1,"N",,"Sease & Loughlin 1999"
"OLD MAN ROCKS",9,"0","0",6,16,1994,70,1,1,"R",,"checked to excel spreadsheet"
"OLD MAN ROCKS",9,"0","0",6,20,2000,114,1,1,"N",,"from nmfs datasheet"
"OLD MAN ROCKS",9,"0","0",6,24,1994,106,1,1,"R",,"round down oct00; checked to excel spreadsheet"
"OLD MAN ROCKS",9,"0","0",12,12,1994,196,1,1,"N",,
"OLD MAN ROCKS",9,"0","0",6,14,1996,104,1,1,"N",,"Sease et al, 1999 (96 survey)"
"OLD MAN ROCKS",9,"0","0",3,7,1999,164,1,1,"N",,"round down OCt00, from spreadsheet"
"OLD MAN ROCKS",9,"0","0",3,1,1997,200,4,1,"N",,"aerial visual estimate"
"OLD MAN ROCKS",9,"0","0",6,13,1998,148,1,1,"N",,"round down OCt00; Sease & Loughlin 1999"
"OLD MAN ROCKS",9,"0","0",6,15,1994,56,1,1,"R",,"round down oct00; checked to excel spreadsheet"
"OLD MAN ROCKS",9,"0","0",6,16,1990,89,1,1,"N",,"Merrick et al, 1991"
"OLD MAN ROCKS",9,"0","0",12,11,1996,150,4,1,"N",,"aerial visual estimate"
"OLD MAN ROCKS",9,"0","0",8,99,1975,300,1,7,"N",,"Braham et al, 1977"
"OLD MAN ROCKS",9,"0","0",3,18,1993,174,1,1,"N",,
"OLD MAN ROCKS",9,"0","0",6,16,1991,126,1,1,"N",,"Merrick et al, 1992 (91 surv)"
"OLD MAN ROCKS",9,"0","0",6,16,1989,0,1,1,"N",,
"OLD MAN ROCKS",9,"0","0",5,2,1987,242,99,99,"N",,
"OLD MAN ROCKS",9,"0","0",6,10,1985,284,1,2,"N",,"DCM data sheet from adf&g, fall 2000"
"OLD MAN ROCKS",9,"0","0",7,10,1984,93,99,99,"N",,
"OLD MAN ROCKS",9,"0","0",6,28,1977,405,1,7,"N",,"Braham et al, (NOV) 1977"
"OLD MAN ROCKS",9,"0","0",6,99,1976,688,1,7,"N",,"Braham et al, 1977"
"OLD MAN ROCKS",9,"0","0",3,27,1994,103,1,1,"N",,
"OLD MAN ROCKS",9,"0","0",6,17,1992,148,1,1,"N",,"Sease et al, 1993"
"OLD MAN ROCKS",9,"0","0",6,17,2006,112,2,5,"N",,"AK drive Sealion/SSL Aerial Survey"
"OLD MAN ROCKS",9,"0","0",6,14,2004,71,2,5,"N",,
"Old Man Rocks",9,"0","0",6,20,2007,80,3,1,"N",,"AK drive Sealion/SSL Aerial Survey"
"OLD MAN ROCKS",9,"0","0",6,17,2008,89,3,1,"N",,"Sweeney&Gudmundson counters, logs for chkcnt, "
"OLD MAN ROCKS",9,"0","0",7,8,2013,35,7,,"n","BF/RT/JTS",
"OLD MAN ROCKS",9,"0","0",6,17,2008,89,3,1,"N",,"Sweeney&Gudmundson counters, logs for chkcnt, "
"OLD MAN ROCKS",9,"0","0",6,28,2014,15,3,1,"n","LF",
"OLD MAN ROCKS",9,"0","0",6,28,2014,15,3,1,"n","KLS",
"OLD MAN ROCKS",9,"0","0",7,1,2011,126,3,1,"N","LF",
"OLD MAN ROCKS",9,"0","0",6,19,2010,196,3,1,"N","KLS",
"OLD MAN ROCKS",9,"0","0",6,24,2002,23,1,1,"R",,"survey spreadsheet"
"OLD MAN ROCKS",9,"0","0",6,18,2002,27,1,1,"R",,"survey spreadsheet"
"OLD MAN ROCKS",9,"0","0",7,1,2011,125,3,1,"N","KS",
"OLD MAN ROCKS",9,"0","0",6,19,2010,196,3,1,"N","LF",
